	hia	hia.cls	bbb	bbb.cls	caco2	caco2.cls	p_glycoprotein_substrate	p_glycoprotein_substrate.cls	p_glycoprotein_inhibitor_1	p_glycoprotein_inhibitor_1.cls	p_glycoprotein_inhibitor_2	p_glycoprotein_inhibitor_2.cls	renal_organic_cation_transporter	renal_organic_cation_transporter.cls	cyp450_2c9_substrate	cyp450_2c9_substrate.cls	cyp450_2d6_substrate	cyp450_2d6_substrate.cls	cyp450_3a4_substrate	cyp450_3a4_substrate.cls	cyp450_1a2_substrate	cyp450_1a2_substrate.cls	cyp450_2c9_inhibitor	cyp450_2c9_inhibitor.cls	cyp450_2d6_inhibitor	cyp450_2d6_inhibitor.cls	cyp450_2c19_inhibitor	cyp450_2c19_inhibitor.cls	cyp450_3a4_inhibitor	cyp450_3a4_inhibitor.cls	cyp_inhibitory_promiscuity	cyp_inhibitory_promiscuity.cls	ames_toxicity	ames_toxicity.cls	carcinogenicity	carcinogenicity.cls	biodegradation	biodegradation.cls	herg_inhibitor_1	herg_inhibitor_1.cls	herg_inhibitor_2	herg_inhibitor_2.cls	id
3741	0.9872	True	0.532	True	0.8937	True	0.7493	Non-substrate	0.989	Non-inhibitor	0.9927	Non-inhibitor	0.9078	Non-inhibitor	0.8115	Non-substrate	0.9377	Non-substrate	0.7652	Non-substrate	0.9752	Non-inhibitor	0.9697	Non-inhibitor	0.9827	Non-inhibitor	0.9651	Non-inhibitor	0.9493	Non-inhibitor	0.9554	Low CYP Inhibitory Promiscuity	0.9826	Non AMES toxic	0.8226	Non-carcinogens	0.8413	Ready biodegradable	0.9617	Weak inhibitor	0.9771	Non-inhibitor	DB04242
3742	0.8598	False	0.6957	True	0.8196	False	0.7034	Non-substrate	0.8815	Non-inhibitor	0.9829	Non-inhibitor	0.9501	Non-inhibitor	0.5972	Non-substrate	0.8568	Non-substrate	0.5379	Non-substrate	0.9039	Non-inhibitor	0.899	Non-inhibitor	0.9047	Non-inhibitor	0.8809	Non-inhibitor	0.9114	Non-inhibitor	0.9498	Low CYP Inhibitory Promiscuity	0.8956	Non AMES toxic	0.8874	Non-carcinogens	0.5506	Not ready biodegradable	0.9654	Weak inhibitor	0.8007	Non-inhibitor	DB04243
3743	0.9471	True	0.6459	False	0.6724	False	0.5	Substrate	0.5334	Non-inhibitor	0.8792	Non-inhibitor	0.9353	Non-inhibitor	0.7419	Non-substrate	0.8049	Non-substrate	0.5771	Non-substrate	0.8717	Non-inhibitor	0.6566	Non-inhibitor	0.8749	Non-inhibitor	0.6275	Non-inhibitor	0.6154	Non-inhibitor	0.7382	Low CYP Inhibitory Promiscuity	0.682	Non AMES toxic	0.5806	Non-carcinogens	0.9932	Not ready biodegradable	0.9927	Weak inhibitor	0.6826	Non-inhibitor	DB04244
3744	0.9884	True	0.9331	True	0.6728	False	0.6201	Substrate	0.9543	Non-inhibitor	0.5056	Non-inhibitor	0.6673	Inhibitor	0.7775	Non-substrate	0.6257	Non-substrate	0.6228	Non-substrate	0.7414	Inhibitor	0.8305	Non-inhibitor	0.7258	Inhibitor	0.6091	Non-inhibitor	0.5	Inhibitor	0.5921	High CYP Inhibitory Promiscuity	0.6533	Non AMES toxic	0.9013	Non-carcinogens	0.9966	Not ready biodegradable	0.8427	Weak inhibitor	0.5458	Inhibitor	DB04246
3745	0.9637	True	0.6117	True	0.5851	False	0.6874	Substrate	0.6149	Non-inhibitor	0.8075	Non-inhibitor	0.8815	Non-inhibitor	0.7234	Non-substrate	0.8258	Non-substrate	0.5911	Substrate	0.5234	Inhibitor	0.695	Non-inhibitor	0.7205	Non-inhibitor	0.7609	Non-inhibitor	0.7562	Non-inhibitor	0.6522	Low CYP Inhibitory Promiscuity	0.6283	Non AMES toxic	0.9229	Non-carcinogens	0.9928	Not ready biodegradable	0.9199	Weak inhibitor	0.8916	Non-inhibitor	DB04249
3746	0.8059	False	0.9596	True	0.6708	True	0.5159	Substrate	0.9671	Non-inhibitor	0.9386	Non-inhibitor	0.6941	Non-inhibitor	0.8126	Non-substrate	0.7198	Non-substrate	0.5202	Non-substrate	0.7783	Non-inhibitor	0.9141	Non-inhibitor	0.8961	Non-inhibitor	0.8986	Non-inhibitor	0.9775	Non-inhibitor	0.9677	Low CYP Inhibitory Promiscuity	0.9455	Non AMES toxic	0.703	Carcinogens 	0.5133	Not ready biodegradable	0.8475	Weak inhibitor	0.6131	Non-inhibitor	DB04250
3747	0.889	False	0.7569	True	0.8346	False	0.7079	Non-substrate	0.971	Non-inhibitor	0.993	Non-inhibitor	0.9717	Non-inhibitor	0.7191	Non-substrate	0.8211	Non-substrate	0.7788	Non-substrate	0.9464	Non-inhibitor	0.9405	Non-inhibitor	0.9476	Non-inhibitor	0.9543	Non-inhibitor	0.8822	Non-inhibitor	0.9936	Low CYP Inhibitory Promiscuity	0.8323	Non AMES toxic	0.9212	Non-carcinogens	0.8633	Ready biodegradable	0.9849	Weak inhibitor	0.9794	Non-inhibitor	DB04252
3748	0.9849	True	0.9518	True	0.5201	False	0.6154	Non-substrate	0.938	Non-inhibitor	0.9581	Non-inhibitor	0.9005	Non-inhibitor	0.8779	Non-substrate	0.8267	Non-substrate	0.527	Non-substrate	0.9045	Non-inhibitor	0.9071	Non-inhibitor	0.9231	Non-inhibitor	0.9026	Non-inhibitor	0.8309	Non-inhibitor	0.8682	Low CYP Inhibitory Promiscuity	0.9107	AMES toxic	0.6828	Non-carcinogens	0.6136	Not ready biodegradable	0.9656	Weak inhibitor	0.8456	Non-inhibitor	DB04253
3749	1.0	True	0.9087	True	0.5137	False	0.6585	Substrate	0.6388	Non-inhibitor	0.5767	Non-inhibitor	0.5621	Non-inhibitor	0.9292	Non-substrate	0.7763	Non-substrate	0.5521	Non-substrate	0.8046	Inhibitor	0.7217	Non-inhibitor	0.7992	Inhibitor	0.5512	Inhibitor	0.8763	Inhibitor	0.8966	High CYP Inhibitory Promiscuity	0.5076	Non AMES toxic	0.8619	Non-carcinogens	0.9971	Not ready biodegradable	0.5236	Weak inhibitor	0.5899	Non-inhibitor	DB04254
3750	0.5249	False	0.9834	False	0.8019	False	0.7094	Substrate	0.5261	Non-inhibitor	0.7421	Non-inhibitor	0.9479	Non-inhibitor	0.7484	Non-substrate	0.8333	Non-substrate	0.5846	Substrate	0.5873	Non-inhibitor	0.7971	Non-inhibitor	0.9326	Non-inhibitor	0.8014	Non-inhibitor	0.7498	Non-inhibitor	0.7358	Low CYP Inhibitory Promiscuity	0.7842	Non AMES toxic	0.9251	Non-carcinogens	0.9871	Not ready biodegradable	0.9953	Weak inhibitor	0.6091	Non-inhibitor	DB04255
3751	0.8496	True	0.5834	False	0.6706	False	0.6401	Non-substrate	0.9895	Non-inhibitor	0.9943	Non-inhibitor	0.9584	Non-inhibitor	0.8104	Non-substrate	0.906	Non-substrate	0.7605	Non-substrate	0.9045	Non-inhibitor	0.9566	Non-inhibitor	0.9602	Non-inhibitor	0.9513	Non-inhibitor	0.8997	Non-inhibitor	0.9949	Low CYP Inhibitory Promiscuity	0.9688	Non AMES toxic	0.7674	Non-carcinogens	0.8279	Not ready biodegradable	0.9944	Weak inhibitor	0.9842	Non-inhibitor	DB04256
3752	0.9945	True	0.9539	True	0.8371	True	0.5962	Non-substrate	0.9487	Non-inhibitor	0.8964	Non-inhibitor	0.9272	Non-inhibitor	0.7643	Non-substrate	0.8954	Non-substrate	0.6678	Non-substrate	0.9107	Inhibitor	0.8972	Non-inhibitor	0.9545	Non-inhibitor	0.9467	Non-inhibitor	0.9295	Non-inhibitor	0.9349	Low CYP Inhibitory Promiscuity	0.9674	Non AMES toxic	0.6568	Non-carcinogens	0.811	Ready biodegradable	0.9133	Weak inhibitor	0.9103	Non-inhibitor	DB04257
3753	0.9932	True	0.9064	True	0.7586	True	0.782	Substrate	0.6259	Non-inhibitor	0.6716	Non-inhibitor	0.8359	Non-inhibitor	0.8427	Non-substrate	0.8969	Non-substrate	0.7277	Substrate	0.8674	Non-inhibitor	0.8597	Non-inhibitor	0.9287	Non-inhibitor	0.8098	Non-inhibitor	0.657	Non-inhibitor	0.5196	High CYP Inhibitory Promiscuity	0.9398	Non AMES toxic	0.8961	Non-carcinogens	0.9964	Not ready biodegradable	0.8284	Weak inhibitor	0.7689	Non-inhibitor	DB04258
3754	0.5771	True	0.6827	True	0.6844	False	0.6796	Substrate	0.9029	Non-inhibitor	0.9917	Non-inhibitor	0.9407	Non-inhibitor	0.865	Non-substrate	0.8298	Non-substrate	0.5311	Substrate	0.7851	Non-inhibitor	0.8461	Non-inhibitor	0.8203	Non-inhibitor	0.8398	Non-inhibitor	0.8319	Non-inhibitor	0.9662	Low CYP Inhibitory Promiscuity	0.7517	Non AMES toxic	0.8818	Non-carcinogens	0.9119	Not ready biodegradable	0.9411	Weak inhibitor	0.7306	Non-inhibitor	DB04259
3755	0.5349	True	0.886	True	0.7163	False	0.5482	Substrate	0.9273	Non-inhibitor	0.9476	Non-inhibitor	0.8289	Non-inhibitor	0.821	Non-substrate	0.7997	Non-substrate	0.5556	Non-substrate	0.7978	Non-inhibitor	0.7832	Non-inhibitor	0.8838	Non-inhibitor	0.7628	Non-inhibitor	0.8384	Non-inhibitor	0.9514	Low CYP Inhibitory Promiscuity	0.5418	Non AMES toxic	0.9085	Non-carcinogens	0.9945	Not ready biodegradable	0.9228	Weak inhibitor	0.6823	Non-inhibitor	DB04260
3756	0.9679	True	0.9689	True	0.7423	False	0.9105	Non-substrate	0.9915	Non-inhibitor	0.982	Non-inhibitor	0.9593	Non-inhibitor	0.809	Non-substrate	0.8035	Non-substrate	0.797	Non-substrate	0.9469	Non-inhibitor	0.9518	Non-inhibitor	0.9651	Non-inhibitor	0.9774	Non-inhibitor	0.9814	Non-inhibitor	0.9958	Low CYP Inhibitory Promiscuity	0.9189	Non AMES toxic	0.6897	Non-carcinogens	0.5469	Ready biodegradable	0.9934	Weak inhibitor	0.9847	Non-inhibitor	DB04261
3757	0.6634	True	0.9299	False	0.7777	False	0.7055	Substrate	0.8847	Non-inhibitor	0.9522	Non-inhibitor	0.8485	Non-inhibitor	0.7948	Non-substrate	0.8499	Non-substrate	0.5647	Non-substrate	0.5231	Inhibitor	0.8155	Non-inhibitor	0.9306	Non-inhibitor	0.6946	Non-inhibitor	0.8055	Non-inhibitor	0.8471	Low CYP Inhibitory Promiscuity	0.7733	Non AMES toxic	0.896	Non-carcinogens	0.7347	Not ready biodegradable	0.8777	Weak inhibitor	0.51	Inhibitor	DB04262
3758	0.9308	False	0.9911	False	0.7061	False	0.6041	Substrate	0.6588	Non-inhibitor	0.9628	Non-inhibitor	0.9159	Non-inhibitor	0.8212	Non-substrate	0.8552	Non-substrate	0.5694	Substrate	0.9021	Non-inhibitor	0.9028	Non-inhibitor	0.929	Non-inhibitor	0.9209	Non-inhibitor	0.9578	Non-inhibitor	0.9114	Low CYP Inhibitory Promiscuity	0.6652	Non AMES toxic	0.9575	Non-carcinogens	0.9789	Not ready biodegradable	0.9973	Weak inhibitor	0.9179	Non-inhibitor	DB04263
3759	0.5669	False	0.5758	False	0.8076	False	0.5	Substrate	0.9644	Non-inhibitor	0.987	Non-inhibitor	0.9148	Non-inhibitor	0.8098	Non-substrate	0.832	Non-substrate	0.6007	Non-substrate	0.9043	Non-inhibitor	0.9105	Non-inhibitor	0.9438	Non-inhibitor	0.9034	Non-inhibitor	0.9313	Non-inhibitor	0.9515	Low CYP Inhibitory Promiscuity	0.889	Non AMES toxic	0.9675	Non-carcinogens	0.8759	Not ready biodegradable	0.9502	Weak inhibitor	0.8403	Non-inhibitor	DB04264
3760	0.8356	False	0.9161	False	0.8086	False	0.6951	Non-substrate	0.895	Non-inhibitor	0.9498	Non-inhibitor	0.9723	Non-inhibitor	0.7533	Non-substrate	0.8571	Non-substrate	0.6255	Non-substrate	0.9719	Non-inhibitor	0.9592	Non-inhibitor	0.9722	Non-inhibitor	0.9583	Non-inhibitor	0.9869	Non-inhibitor	0.9893	Low CYP Inhibitory Promiscuity	0.7858	Non AMES toxic	0.9652	Non-carcinogens	0.8474	Ready biodegradable	0.9956	Weak inhibitor	0.9696	Non-inhibitor	DB04265
3761	0.9542	False	0.5542	True	0.6584	False	0.5761	Non-substrate	0.9204	Non-inhibitor	0.995	Non-inhibitor	0.9421	Non-inhibitor	0.7188	Non-substrate	0.8068	Non-substrate	0.6178	Non-substrate	0.8374	Non-inhibitor	0.8619	Non-inhibitor	0.9017	Non-inhibitor	0.8264	Non-inhibitor	0.9364	Non-inhibitor	0.9681	Low CYP Inhibitory Promiscuity	0.5588	Non AMES toxic	0.8965	Non-carcinogens	0.9042	Not ready biodegradable	0.7852	Weak inhibitor	0.719	Non-inhibitor	DB04266
3762	0.8629	True	0.8069	True	0.5766	True	0.7647	Non-substrate	0.9933	Non-inhibitor	0.9944	Non-inhibitor	0.9369	Non-inhibitor	0.8305	Non-substrate	0.8963	Non-substrate	0.8162	Non-substrate	0.9829	Non-inhibitor	0.9767	Non-inhibitor	0.9626	Non-inhibitor	0.9758	Non-inhibitor	0.9806	Non-inhibitor	0.9957	Low CYP Inhibitory Promiscuity	0.9858	Non AMES toxic	0.9079	Non-carcinogens	0.7704	Ready biodegradable	0.9884	Weak inhibitor	0.9864	Non-inhibitor	DB04267
3763	0.9068	False	0.9838	False	0.842	False	0.5705	Substrate	0.7945	Non-inhibitor	0.8362	Non-inhibitor	0.9544	Non-inhibitor	0.7342	Non-substrate	0.8519	Non-substrate	0.5294	Substrate	0.9199	Non-inhibitor	0.8981	Non-inhibitor	0.9323	Non-inhibitor	0.9001	Non-inhibitor	0.9104	Non-inhibitor	0.7708	Low CYP Inhibitory Promiscuity	0.6626	Non AMES toxic	0.9281	Non-carcinogens	0.9461	Not ready biodegradable	0.9832	Weak inhibitor	0.6931	Non-inhibitor	DB04268
3764	0.7332	True	0.9377	False	0.792	False	0.822	Substrate	0.8526	Non-inhibitor	0.7345	Non-inhibitor	0.654	Non-inhibitor	0.7419	Non-substrate	0.7914	Non-substrate	0.5279	Non-substrate	0.8906	Non-inhibitor	0.8628	Non-inhibitor	0.8768	Non-inhibitor	0.8617	Non-inhibitor	0.8783	Non-inhibitor	0.9683	Low CYP Inhibitory Promiscuity	0.5989	Non AMES toxic	0.878	Non-carcinogens	0.988	Not ready biodegradable	0.8946	Weak inhibitor	0.6061	Inhibitor	DB04269
3765	0.9864	True	0.9038	True	0.6074	False	0.6922	Substrate	0.6623	Non-inhibitor	0.5739	Non-inhibitor	0.5899	Inhibitor	0.7391	Non-substrate	0.7061	Non-substrate	0.6118	Substrate	0.6827	Inhibitor	0.6055	Non-inhibitor	0.7531	Non-inhibitor	0.5521	Non-inhibitor	0.5734	Non-inhibitor	0.9156	High CYP Inhibitory Promiscuity	0.7066	Non AMES toxic	0.9591	Non-carcinogens	0.893	Not ready biodegradable	0.8929	Weak inhibitor	0.5777	Inhibitor	DB04270
3766	1.0	True	0.9897	True	0.5369	True	0.8504	Non-substrate	0.7816	Non-inhibitor	0.9732	Non-inhibitor	0.8838	Non-inhibitor	0.8641	Non-substrate	0.8558	Non-substrate	0.6562	Non-substrate	0.7075	Inhibitor	0.6729	Non-inhibitor	0.9142	Non-inhibitor	0.5446	Non-inhibitor	0.8108	Non-inhibitor	0.747	Low CYP Inhibitory Promiscuity	0.7048	Non AMES toxic	0.6462	Non-carcinogens	0.8865	Not ready biodegradable	0.9741	Weak inhibitor	0.9546	Non-inhibitor	DB04271
3767	0.7518	False	0.855	True	0.8634	False	0.6125	Non-substrate	0.9694	Non-inhibitor	0.9658	Non-inhibitor	0.9624	Non-inhibitor	0.8641	Non-substrate	0.8932	Non-substrate	0.6809	Non-substrate	0.9336	Non-inhibitor	0.9399	Non-inhibitor	0.9476	Non-inhibitor	0.9396	Non-inhibitor	0.8735	Non-inhibitor	0.9904	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.8206	Non-carcinogens	0.6288	Ready biodegradable	0.9948	Weak inhibitor	0.9577	Non-inhibitor	DB04272
3768	1.0	True	0.9783	True	0.63	True	0.6538	Substrate	0.6921	Non-inhibitor	0.9283	Non-inhibitor	0.6049	Inhibitor	0.8645	Non-substrate	0.6254	Non-substrate	0.6	Non-substrate	0.6923	Inhibitor	0.7931	Non-inhibitor	0.6629	Inhibitor	0.7539	Non-inhibitor	0.791	Non-inhibitor	0.7946	Low CYP Inhibitory Promiscuity	0.7384	Non AMES toxic	0.9167	Non-carcinogens	0.9231	Not ready biodegradable	0.5245	Weak inhibitor	0.5318	Inhibitor	DB04273
3769	1.0	True	0.8826	True	0.7555	True	0.5963	Non-substrate	0.845	Non-inhibitor	0.8467	Non-inhibitor	0.8863	Non-inhibitor	0.7718	Non-substrate	0.9051	Non-substrate	0.7048	Non-substrate	0.8866	Inhibitor	0.7387	Inhibitor	0.9088	Non-inhibitor	0.8853	Inhibitor	0.7768	Non-inhibitor	0.6271	Low CYP Inhibitory Promiscuity	0.6898	Non AMES toxic	0.9159	Non-carcinogens	0.78	Not ready biodegradable	0.95	Weak inhibitor	0.9262	Non-inhibitor	DB04274
3770	1.0	True	0.9861	True	0.5836	False	0.6014	Substrate	0.9881	Non-inhibitor	0.7464	Non-inhibitor	0.6181	Non-inhibitor	0.7433	Non-substrate	0.542	Non-substrate	0.5187	Substrate	0.9107	Inhibitor	0.907	Non-inhibitor	0.5849	Non-inhibitor	0.9025	Non-inhibitor	0.7286	Non-inhibitor	0.5678	High CYP Inhibitory Promiscuity	0.9165	Non AMES toxic	0.9437	Non-carcinogens	0.7943	Not ready biodegradable	0.9582	Weak inhibitor	0.7027	Non-inhibitor	DB04275
3771	0.9491	False	0.7364	False	0.7178	False	0.7631	Substrate	0.879	Non-inhibitor	0.8645	Non-inhibitor	0.9042	Non-inhibitor	0.8484	Non-substrate	0.7866	Non-substrate	0.6118	Non-substrate	0.8623	Non-inhibitor	0.8332	Non-inhibitor	0.8841	Non-inhibitor	0.7922	Non-inhibitor	0.9403	Non-inhibitor	0.9865	Low CYP Inhibitory Promiscuity	0.6456	Non AMES toxic	0.8913	Non-carcinogens	0.7459	Ready biodegradable	0.9851	Weak inhibitor	0.9292	Non-inhibitor	DB04276
3772	0.9397	False	0.8002	True	0.7626	False	0.6441	Non-substrate	0.8533	Non-inhibitor	0.9303	Non-inhibitor	0.945	Non-inhibitor	0.8267	Non-substrate	0.8386	Non-substrate	0.6574	Non-substrate	0.8961	Non-inhibitor	0.8982	Non-inhibitor	0.915	Non-inhibitor	0.8741	Non-inhibitor	0.9173	Non-inhibitor	0.9785	Low CYP Inhibitory Promiscuity	0.8776	Non AMES toxic	0.7013	Non-carcinogens	0.6381	Ready biodegradable	0.952	Weak inhibitor	0.8632	Non-inhibitor	DB04277
3773	0.8853	True	0.5589	True	0.6852	False	0.7233	Substrate	0.777	Non-inhibitor	0.9396	Non-inhibitor	0.7314	Non-inhibitor	0.8112	Non-substrate	0.7367	Non-substrate	0.7214	Non-substrate	0.8708	Non-inhibitor	0.8021	Non-inhibitor	0.8694	Non-inhibitor	0.8029	Non-inhibitor	0.778	Non-inhibitor	0.9447	Low CYP Inhibitory Promiscuity	0.5436	Non AMES toxic	0.9178	Non-carcinogens	0.9561	Not ready biodegradable	0.923	Weak inhibitor	0.8331	Non-inhibitor	DB04278
3774	0.6224	True	0.7236	True	0.8392	False	0.6689	Non-substrate	0.958	Non-inhibitor	0.9708	Non-inhibitor	0.9691	Non-inhibitor	0.8489	Non-substrate	0.9047	Non-substrate	0.6772	Non-substrate	0.9618	Non-inhibitor	0.7235	Non-inhibitor	0.9486	Non-inhibitor	0.9661	Non-inhibitor	0.8998	Non-inhibitor	0.9851	Low CYP Inhibitory Promiscuity	0.9387	Non AMES toxic	0.6052	Non-carcinogens	0.8725	Ready biodegradable	0.9949	Weak inhibitor	0.9704	Non-inhibitor	DB04279
3775	0.6655	False	0.8378	True	0.7191	False	0.6302	Non-substrate	0.609	Non-inhibitor	0.9065	Non-inhibitor	0.9156	Non-inhibitor	0.6926	Non-substrate	0.8432	Non-substrate	0.5057	Substrate	0.8458	Non-inhibitor	0.8601	Non-inhibitor	0.9131	Non-inhibitor	0.8328	Non-inhibitor	0.9255	Non-inhibitor	0.9568	Low CYP Inhibitory Promiscuity	0.6039	Non AMES toxic	0.8646	Non-carcinogens	0.7347	Not ready biodegradable	0.941	Weak inhibitor	0.891	Non-inhibitor	DB04280
3776	1.0	True	0.6507	False	0.5942	True	0.6432	Substrate	0.8895	Non-inhibitor	0.8958	Non-inhibitor	0.834	Non-inhibitor	0.821	Non-substrate	0.8961	Non-substrate	0.5	Non-substrate	0.8714	Inhibitor	0.8199	Inhibitor	0.8721	Non-inhibitor	0.7799	Non-inhibitor	0.8406	Non-inhibitor	0.5343	High CYP Inhibitory Promiscuity	0.672	Non AMES toxic	0.909	Non-carcinogens	0.9955	Not ready biodegradable	0.8835	Weak inhibitor	0.613	Non-inhibitor	DB04281
3777	0.9949	True	0.9359	True	0.6976	False	0.7036	Non-substrate	0.9591	Non-inhibitor	0.9098	Non-inhibitor	0.9002	Non-inhibitor	0.8395	Non-substrate	0.7777	Non-substrate	0.6659	Non-substrate	0.7668	Inhibitor	0.8439	Non-inhibitor	0.8634	Non-inhibitor	0.8034	Non-inhibitor	0.6833	Non-inhibitor	0.9165	Low CYP Inhibitory Promiscuity	0.7348	Non AMES toxic	0.9484	Non-carcinogens	0.9805	Not ready biodegradable	0.9404	Weak inhibitor	0.9227	Non-inhibitor	DB04283
3778	0.82	False	0.9465	True	0.6036	True	0.5544	Substrate	0.977	Non-inhibitor	0.9712	Non-inhibitor	0.6707	Non-inhibitor	0.7845	Non-substrate	0.6877	Non-substrate	0.5967	Substrate	0.9005	Non-inhibitor	0.9374	Non-inhibitor	0.9307	Non-inhibitor	0.9349	Non-inhibitor	0.966	Non-inhibitor	0.9912	Low CYP Inhibitory Promiscuity	0.8401	Non AMES toxic	0.9472	Non-carcinogens	0.9658	Ready biodegradable	0.9718	Weak inhibitor	0.9513	Non-inhibitor	DB04284
3779	0.8998	True	0.9007	True	0.5676	False	0.5551	Non-substrate	0.6058	Non-inhibitor	0.8768	Non-inhibitor	0.7863	Non-inhibitor	0.6539	Non-substrate	0.8178	Non-substrate	0.6075	Non-substrate	0.5682	Non-inhibitor	0.6045	Non-inhibitor	0.8752	Non-inhibitor	0.5502	Non-inhibitor	0.74	Inhibitor	0.5696	High CYP Inhibitory Promiscuity	0.5223	Non AMES toxic	0.7667	Non-carcinogens	1.0	Not ready biodegradable	0.9386	Weak inhibitor	0.721	Non-inhibitor	DB04285
3780	0.6978	False	0.5058	False	0.8326	False	0.6088	Non-substrate	0.9578	Non-inhibitor	0.9963	Non-inhibitor	0.9178	Non-inhibitor	0.8612	Non-substrate	0.8864	Non-substrate	0.6601	Non-substrate	0.9791	Non-inhibitor	0.978	Non-inhibitor	0.9604	Non-inhibitor	0.976	Non-inhibitor	0.9807	Non-inhibitor	0.9899	Low CYP Inhibitory Promiscuity	0.8533	Non AMES toxic	0.9662	Non-carcinogens	0.9397	Ready biodegradable	0.9815	Weak inhibitor	0.9533	Non-inhibitor	DB04286
3781	0.7844	True	0.8921	True	0.7457	False	0.5491	Non-substrate	0.8717	Non-inhibitor	0.8183	Non-inhibitor	0.731	Non-inhibitor	0.7946	Non-substrate	0.8426	Non-substrate	0.5394	Substrate	0.7745	Non-inhibitor	0.8359	Non-inhibitor	0.772	Non-inhibitor	0.6554	Non-inhibitor	0.8112	Non-inhibitor	0.6986	Low CYP Inhibitory Promiscuity	0.8441	Non AMES toxic	0.952	Non-carcinogens	0.7677	Ready biodegradable	0.9543	Weak inhibitor	0.7162	Non-inhibitor	DB04287
3782	1.0	True	0.8827	True	0.603	False	0.6034	Substrate	0.6115	Non-inhibitor	0.6708	Inhibitor	0.5817	Inhibitor	0.9058	Non-substrate	0.7653	Non-substrate	0.6479	Non-substrate	0.7817	Inhibitor	0.73	Non-inhibitor	0.8213	Inhibitor	0.6141	Non-inhibitor	0.5601	Inhibitor	0.6198	High CYP Inhibitory Promiscuity	0.7544	Non AMES toxic	0.903	Non-carcinogens	0.9927	Not ready biodegradable	0.6836	Weak inhibitor	0.7284	Inhibitor	DB04288
3783	0.9971	True	0.9907	True	0.5156	True	0.5961	Substrate	0.6555	Inhibitor	0.6675	Inhibitor	0.629	Inhibitor	0.8475	Non-substrate	0.6052	Substrate	0.5845	Substrate	0.5475	Inhibitor	0.6165	Inhibitor	0.6785	Inhibitor	0.9373	Inhibitor	0.6129	Inhibitor	0.9573	High CYP Inhibitory Promiscuity	0.7642	Non AMES toxic	0.9372	Non-carcinogens	0.9615	Not ready biodegradable	0.8913	Weak inhibitor	0.794	Inhibitor	DB04289
3784	0.9881	True	0.6532	False	0.543	False	0.5756	Substrate	0.9849	Non-inhibitor	0.9954	Non-inhibitor	0.8793	Non-inhibitor	0.8275	Non-substrate	0.6636	Non-substrate	0.7848	Non-substrate	0.8218	Non-inhibitor	0.9622	Non-inhibitor	0.9265	Non-inhibitor	0.9612	Non-inhibitor	0.8884	Non-inhibitor	0.9936	Low CYP Inhibitory Promiscuity	0.8889	Non AMES toxic	0.8112	Non-carcinogens	0.5988	Not ready biodegradable	0.9921	Weak inhibitor	0.9569	Non-inhibitor	DB04292
3785	0.6242	False	0.9659	False	0.8958	False	0.7255	Substrate	0.89	Non-inhibitor	0.9848	Non-inhibitor	0.8905	Non-inhibitor	0.8338	Non-substrate	0.8339	Non-substrate	0.5199	Substrate	0.82	Non-inhibitor	0.8491	Non-inhibitor	0.888	Non-inhibitor	0.7748	Non-inhibitor	0.6813	Non-inhibitor	0.9341	Low CYP Inhibitory Promiscuity	0.6788	Non AMES toxic	0.929	Non-carcinogens	0.9959	Not ready biodegradable	0.9752	Weak inhibitor	0.8654	Non-inhibitor	DB04293
3786	0.9909	False	0.867	True	0.7119	False	0.6482	Non-substrate	0.778	Non-inhibitor	0.9889	Non-inhibitor	0.9175	Non-inhibitor	0.8411	Non-substrate	0.8295	Non-substrate	0.5856	Non-substrate	0.8764	Non-inhibitor	0.869	Non-inhibitor	0.9045	Non-inhibitor	0.8456	Non-inhibitor	0.9433	Non-inhibitor	0.9727	Low CYP Inhibitory Promiscuity	0.8045	Non AMES toxic	0.8851	Non-carcinogens	0.6793	Ready biodegradable	0.9053	Weak inhibitor	0.8803	Non-inhibitor	DB04294
3787	0.776	False	0.575	False	0.7748	False	0.5939	Non-substrate	0.7693	Non-inhibitor	0.8971	Non-inhibitor	0.931	Non-inhibitor	0.5841	Non-substrate	0.8296	Non-substrate	0.6557	Non-substrate	0.8908	Non-inhibitor	0.8916	Non-inhibitor	0.937	Non-inhibitor	0.8484	Non-inhibitor	0.936	Non-inhibitor	0.9482	Low CYP Inhibitory Promiscuity	0.5997	Non AMES toxic	0.9482	Non-carcinogens	0.8267	Ready biodegradable	0.9591	Weak inhibitor	0.8996	Non-inhibitor	DB04295
3788	0.9069	True	0.7579	True	0.7915	False	0.55	Non-substrate	0.9588	Non-inhibitor	0.9829	Non-inhibitor	0.9275	Non-inhibitor	0.8038	Non-substrate	0.7914	Non-substrate	0.7125	Non-substrate	0.7427	Non-inhibitor	0.9611	Non-inhibitor	0.9378	Non-inhibitor	0.9485	Non-inhibitor	0.9549	Non-inhibitor	0.9871	Low CYP Inhibitory Promiscuity	0.9376	Non AMES toxic	0.8934	Non-carcinogens	0.8759	Ready biodegradable	0.9723	Weak inhibitor	0.9663	Non-inhibitor	DB04296
